category,value
Common columns (UP & DOWN),nonRes_dijet_mass
Common columns (UP & DOWN),nonRes_dijet_mass_DNNreg
Common columns (UP & DOWN),nonRes_dijet_phi
Common columns (UP & DOWN),nonRes_dijet_pt
Common columns (UP & DOWN),nonRes_has_atleast_one_fatjet
Common columns (UP & DOWN),nonRes_has_two_btagged_jets
Common columns (UP & DOWN),nonRes_lead_bjet_PNetRegPtRawCorr
Common columns (UP & DOWN),nonRes_lead_bjet_PNetRegPtRawCorrNeutrino
Common columns (UP & DOWN),nonRes_lead_bjet_PNetRegPtRawRes
Common columns (UP & DOWN),nonRes_lead_bjet_btagPNetB
Common columns (UP & DOWN),nonRes_lead_bjet_charge
Common columns (UP & DOWN),nonRes_lead_bjet_eta
Common columns (UP & DOWN),nonRes_lead_bjet_genFlav
Common columns (UP & DOWN),nonRes_lead_bjet_genMatched
Common columns (UP & DOWN),nonRes_lead_bjet_hFlav
Common columns (UP & DOWN),nonRes_lead_bjet_jet_idx
Common columns (UP & DOWN),nonRes_lead_bjet_mass
Common columns (UP & DOWN),nonRes_lead_bjet_phi
Common columns (UP & DOWN),nonRes_lead_bjet_pt
Common columns (UP & DOWN),nonRes_lead_bjet_pt_orig
Common columns (UP & DOWN),nonRes_lead_bjet_rawFactor
Common columns (UP & DOWN),nonRes_pholead_PtOverM
Common columns (UP & DOWN),nonRes_phosublead_PtOverM
Common columns (UP & DOWN),nonRes_sublead_bjet_PNetRegPtRawCorr
Common columns (UP & DOWN),nonRes_sublead_bjet_PNetRegPtRawCorrNeutrino
Common columns (UP & DOWN),nonRes_sublead_bjet_PNetRegPtRawRes
Common columns (UP & DOWN),nonRes_sublead_bjet_btagPNetB
Common columns (UP & DOWN),nonRes_sublead_bjet_charge
Common columns (UP & DOWN),nonRes_sublead_bjet_eta
Common columns (UP & DOWN),nonRes_sublead_bjet_genFlav
Common columns (UP & DOWN),nonRes_sublead_bjet_genMatched
Common columns (UP & DOWN),nonRes_sublead_bjet_hFlav
Common columns (UP & DOWN),nonRes_sublead_bjet_jet_idx
Common columns (UP & DOWN),nonRes_sublead_bjet_mass
Common columns (UP & DOWN),nonRes_sublead_bjet_phi
Common columns (UP & DOWN),nonRes_sublead_bjet_pt
Common columns (UP & DOWN),nonRes_sublead_bjet_pt_orig
Common columns (UP & DOWN),nonRes_sublead_bjet_rawFactor
Common columns (UP & DOWN),pass_fiducial_classical
Common columns (UP & DOWN),pass_fiducial_geometric
Common columns (UP & DOWN),phi
Common columns (UP & DOWN),pt
Common columns (UP & DOWN),puppiMET_phi
Common columns (UP & DOWN),puppiMET_phiJERDown
Common columns (UP & DOWN),puppiMET_phiJERUp
Common columns (UP & DOWN),puppiMET_phiJESDown
Common columns (UP & DOWN),puppiMET_phiJESUp
Common columns (UP & DOWN),puppiMET_phiUnclusteredDown
Common columns (UP & DOWN),puppiMET_phiUnclusteredUp
Common columns (UP & DOWN),puppiMET_pt
Common columns (UP & DOWN),puppiMET_ptJERDown
Common columns (UP & DOWN),puppiMET_ptJERUp
Common columns (UP & DOWN),puppiMET_ptJESDown
Common columns (UP & DOWN),puppiMET_ptJESUp
Common columns (UP & DOWN),puppiMET_ptUnclusteredDown
Common columns (UP & DOWN),puppiMET_ptUnclusteredUp
Common columns (UP & DOWN),puppiMET_sumEt
Common columns (UP & DOWN),rapidity
Common columns (UP & DOWN),run
Common columns (UP & DOWN),sigma_m_over_m
Common columns (UP & DOWN),sigma_m_over_m_Smeared
Common columns (UP & DOWN),sublead_ScEta
Common columns (UP & DOWN),sublead_charge
Common columns (UP & DOWN),sublead_cutBased
Common columns (UP & DOWN),sublead_ecalPFClusterIso
Common columns (UP & DOWN),sublead_electronIdx
Common columns (UP & DOWN),sublead_electronIdxG
Common columns (UP & DOWN),sublead_electronVeto
Common columns (UP & DOWN),sublead_energyErr
Common columns (UP & DOWN),sublead_energyRaw
Common columns (UP & DOWN),sublead_esEffSigmaRR
Common columns (UP & DOWN),sublead_esEnergyOverRawE
Common columns (UP & DOWN),sublead_eta
Common columns (UP & DOWN),sublead_etaWidth
Common columns (UP & DOWN),sublead_genPartFlav
Common columns (UP & DOWN),sublead_genPartIdx
Common columns (UP & DOWN),sublead_genPartIdxG
Common columns (UP & DOWN),sublead_haloTaggerMVAVal
Common columns (UP & DOWN),sublead_hasConversionTracks
Common columns (UP & DOWN),sublead_hcalPFClusterIso
Common columns (UP & DOWN),sublead_hoe
Common columns (UP & DOWN),sublead_hoe_PUcorr
Common columns (UP & DOWN),sublead_isScEtaEB
Common columns (UP & DOWN),sublead_isScEtaEE
Common columns (UP & DOWN),sublead_jetIdx
Common columns (UP & DOWN),sublead_jetIdxG
Common columns (UP & DOWN),sublead_mass
Common columns (UP & DOWN),sublead_mvaID
Common columns (UP & DOWN),sublead_mvaID_WP80
Common columns (UP & DOWN),sublead_mvaID_WP90
Common columns (UP & DOWN),sublead_pfChargedIso
Common columns (UP & DOWN),sublead_pfChargedIsoPFPV
Common columns (UP & DOWN),sublead_pfChargedIsoWorstVtx
Common columns (UP & DOWN),sublead_pfPhoIso03
Common columns (UP & DOWN),sublead_pfRelIso03_all_quadratic
Common columns (UP & DOWN),sublead_pfRelIso03_chg_quadratic
Common columns (UP & DOWN),sublead_phi
Common columns (UP & DOWN),sublead_phiWidth
Common columns (UP & DOWN),sublead_pixelSeed
Common columns (UP & DOWN),sublead_pt
Common columns (UP & DOWN),sublead_pt_raw
Common columns (UP & DOWN),sublead_r9
Common columns (UP & DOWN),sublead_rho_smear
Common columns (UP & DOWN),sublead_s4
Common columns (UP & DOWN),sublead_seedGain
Common columns (UP & DOWN),sublead_seediEtaOriX
Common columns (UP & DOWN),sublead_seediPhiOriY
Common columns (UP & DOWN),sublead_sieie
Common columns (UP & DOWN),sublead_sieip
Common columns (UP & DOWN),sublead_sipip
Common columns (UP & DOWN),sublead_trkSumPtHollowConeDR03
Common columns (UP & DOWN),sublead_trkSumPtSolidConeDR04
Common columns (UP & DOWN),sublead_vetoEELeak
Common columns (UP & DOWN),sublead_vidNestedWPBitmap
Common columns (UP & DOWN),sublead_x_calo
Common columns (UP & DOWN),sublead_y_calo
Common columns (UP & DOWN),sublead_z_calo
Common columns (UP & DOWN),weight
Common columns (UP & DOWN),weight_central
Common columns (UP & DOWN),weight_interference
Common columns (UP & DOWN),weight_nominal
Different values (UP vs DOWN),DeltaR_b1l1
Different values (UP vs DOWN),DeltaR_b1l2
Different values (UP vs DOWN),DeltaR_b2l1
Different values (UP vs DOWN),DeltaR_b2l2
Different values (UP vs DOWN),DeltaR_j10l1
Different values (UP vs DOWN),DeltaR_j10l2
Different values (UP vs DOWN),DeltaR_j10l3
Different values (UP vs DOWN),DeltaR_j10l4
Different values (UP vs DOWN),DeltaR_j1l1
Different values (UP vs DOWN),DeltaR_j1l2
Different values (UP vs DOWN),DeltaR_j1l3
Different values (UP vs DOWN),DeltaR_j1l4
Different values (UP vs DOWN),DeltaR_j2l1
Different values (UP vs DOWN),DeltaR_j2l2
Different values (UP vs DOWN),DeltaR_j2l3
Different values (UP vs DOWN),DeltaR_j2l4
Different values (UP vs DOWN),DeltaR_j3l1
Different values (UP vs DOWN),DeltaR_j3l2
Different values (UP vs DOWN),DeltaR_j3l3
Different values (UP vs DOWN),DeltaR_j3l4
Different values (UP vs DOWN),DeltaR_j4l1
Different values (UP vs DOWN),DeltaR_j4l2
Different values (UP vs DOWN),DeltaR_j4l3
Different values (UP vs DOWN),DeltaR_j4l4
Different values (UP vs DOWN),DeltaR_j5l1
Different values (UP vs DOWN),DeltaR_j5l2
Different values (UP vs DOWN),DeltaR_j5l3
Different values (UP vs DOWN),DeltaR_j5l4
Different values (UP vs DOWN),DeltaR_j6l1
Different values (UP vs DOWN),DeltaR_j6l2
Different values (UP vs DOWN),DeltaR_j6l3
Different values (UP vs DOWN),DeltaR_j6l4
Different values (UP vs DOWN),DeltaR_j7l1
Different values (UP vs DOWN),DeltaR_j7l2
Different values (UP vs DOWN),DeltaR_j7l3
Different values (UP vs DOWN),DeltaR_j7l4
Different values (UP vs DOWN),DeltaR_j8l1
Different values (UP vs DOWN),DeltaR_j8l2
Different values (UP vs DOWN),DeltaR_j8l3
Different values (UP vs DOWN),DeltaR_j8l4
Different values (UP vs DOWN),DeltaR_j9l1
Different values (UP vs DOWN),DeltaR_j9l2
Different values (UP vs DOWN),DeltaR_j9l3
Different values (UP vs DOWN),DeltaR_j9l4
Different values (UP vs DOWN),GenPTH
Different values (UP vs DOWN),HTXS_Higgs_pt
Different values (UP vs DOWN),HTXS_Higgs_y
Different values (UP vs DOWN),HTXS_njets30
Different values (UP vs DOWN),HTXS_stage_0
Different values (UP vs DOWN),Njets2p5
Different values (UP vs DOWN),Res_CosThetaStar_CS
Different values (UP vs DOWN),Res_CosThetaStar_gg
Different values (UP vs DOWN),Res_CosThetaStar_jj
Different values (UP vs DOWN),Res_DNNpair_CosThetaStar_CS
Different values (UP vs DOWN),Res_DNNpair_CosThetaStar_gg
Different values (UP vs DOWN),Res_DNNpair_CosThetaStar_jj
Different values (UP vs DOWN),Res_DNNpair_DeltaPhi_j1MET
Different values (UP vs DOWN),Res_DNNpair_DeltaPhi_j2MET
Different values (UP vs DOWN),Res_DNNpair_DeltaR_j1g1
Different values (UP vs DOWN),Res_DNNpair_DeltaR_j1g2
Different values (UP vs DOWN),Res_DNNpair_DeltaR_j2g1
Different values (UP vs DOWN),Res_DNNpair_DeltaR_j2g2
Different values (UP vs DOWN),Res_DNNpair_DeltaR_jg_min
Different values (UP vs DOWN),Res_DNNpair_FirstJet_PtOverM
Different values (UP vs DOWN),Res_DNNpair_HHbbggCandidate_eta
Different values (UP vs DOWN),Res_DNNpair_HHbbggCandidate_mass
Different values (UP vs DOWN),Res_DNNpair_HHbbggCandidate_phi
Different values (UP vs DOWN),Res_DNNpair_HHbbggCandidate_pt
Different values (UP vs DOWN),Res_DNNpair_Higgs_toGG_genMatched
Different values (UP vs DOWN),Res_DNNpair_Higgs_tobb_genMatched
Different values (UP vs DOWN),Res_DNNpair_MET_phiPNetCorr
Different values (UP vs DOWN),Res_DNNpair_MET_ptPNetCorr
Different values (UP vs DOWN),Res_DNNpair_M_X
Different values (UP vs DOWN),Res_DNNpair_SecondJet_PtOverM
Different values (UP vs DOWN),Res_DNNpair_chi_t0
Different values (UP vs DOWN),Res_DNNpair_chi_t1
Different values (UP vs DOWN),Res_DNNpair_dijet_DNNpair_Score
Different values (UP vs DOWN),Res_DNNpair_dijet_charge
Different values (UP vs DOWN),Res_DNNpair_dijet_eta
Different values (UP vs DOWN),Res_DNNpair_dijet_mass
Different values (UP vs DOWN),Res_DNNpair_dijet_mass_DNNreg
Different values (UP vs DOWN),Res_DNNpair_dijet_phi
Different values (UP vs DOWN),Res_DNNpair_dijet_pt
Different values (UP vs DOWN),Res_DNNpair_has_atleast_one_fatjet
Different values (UP vs DOWN),Res_DNNpair_has_two_btagged_jets
Different values (UP vs DOWN),Res_DNNpair_lead_bjet_PNetRegPtRawCorr
Different values (UP vs DOWN),Res_DNNpair_lead_bjet_PNetRegPtRawCorrNeutrino
Different values (UP vs DOWN),Res_DNNpair_lead_bjet_PNetRegPtRawRes
Different values (UP vs DOWN),Res_DNNpair_lead_bjet_btagPNetB
Different values (UP vs DOWN),Res_DNNpair_lead_bjet_charge
Different values (UP vs DOWN),Res_DNNpair_lead_bjet_eta
Different values (UP vs DOWN),Res_DNNpair_lead_bjet_genFlav
Different values (UP vs DOWN),Res_DNNpair_lead_bjet_genMatched
Different values (UP vs DOWN),Res_DNNpair_lead_bjet_hFlav
Different values (UP vs DOWN),Res_DNNpair_lead_bjet_jet_idx
Different values (UP vs DOWN),Res_DNNpair_lead_bjet_mass
Different values (UP vs DOWN),Res_DNNpair_lead_bjet_phi
Different values (UP vs DOWN),Res_DNNpair_lead_bjet_pt
Different values (UP vs DOWN),Res_DNNpair_lead_bjet_pt_orig
Different values (UP vs DOWN),Res_DNNpair_lead_bjet_rawFactor
Different values (UP vs DOWN),Res_DNNpair_pholead_PtOverM
Different values (UP vs DOWN),Res_DNNpair_phosublead_PtOverM
Different values (UP vs DOWN),Res_DNNpair_sublead_bjet_PNetRegPtRawCorr
Different values (UP vs DOWN),Res_DNNpair_sublead_bjet_PNetRegPtRawCorrNeutrino
Different values (UP vs DOWN),Res_DNNpair_sublead_bjet_PNetRegPtRawRes
Different values (UP vs DOWN),Res_DNNpair_sublead_bjet_btagPNetB
Different values (UP vs DOWN),Res_DNNpair_sublead_bjet_charge
Different values (UP vs DOWN),Res_DNNpair_sublead_bjet_eta
Different values (UP vs DOWN),Res_DNNpair_sublead_bjet_genFlav
Different values (UP vs DOWN),Res_DNNpair_sublead_bjet_genMatched
Different values (UP vs DOWN),Res_DNNpair_sublead_bjet_hFlav
Different values (UP vs DOWN),Res_DNNpair_sublead_bjet_jet_idx
Different values (UP vs DOWN),Res_DNNpair_sublead_bjet_mass
Different values (UP vs DOWN),Res_DNNpair_sublead_bjet_phi
Different values (UP vs DOWN),Res_DNNpair_sublead_bjet_pt
Different values (UP vs DOWN),Res_DNNpair_sublead_bjet_pt_orig
Different values (UP vs DOWN),Res_DNNpair_sublead_bjet_rawFactor
Different values (UP vs DOWN),Res_DeltaPhi_j1MET
Different values (UP vs DOWN),Res_DeltaPhi_j2MET
Different values (UP vs DOWN),Res_DeltaR_j1g1
Different values (UP vs DOWN),Res_DeltaR_j1g2
Different values (UP vs DOWN),Res_DeltaR_j2g1
Different values (UP vs DOWN),Res_DeltaR_j2g2
Different values (UP vs DOWN),Res_DeltaR_jg_min
Different values (UP vs DOWN),Res_FirstJet_PtOverM
Different values (UP vs DOWN),Res_HHbbggCandidate_eta
Different values (UP vs DOWN),Res_HHbbggCandidate_mass
Different values (UP vs DOWN),Res_HHbbggCandidate_phi
Different values (UP vs DOWN),Res_HHbbggCandidate_pt
Different values (UP vs DOWN),Res_Higgs_toGG_genMatched
Different values (UP vs DOWN),Res_Higgs_tobb_genMatched
Different values (UP vs DOWN),Res_MET_phiPNetCorr
Different values (UP vs DOWN),Res_MET_ptPNetCorr
Different values (UP vs DOWN),Res_M_X
Different values (UP vs DOWN),Res_SecondJet_PtOverM
Different values (UP vs DOWN),Res_chi_t0
Different values (UP vs DOWN),Res_chi_t1
Different values (UP vs DOWN),Res_dijet_charge
Different values (UP vs DOWN),Res_dijet_eta
Different values (UP vs DOWN),Res_dijet_mass
Different values (UP vs DOWN),Res_dijet_mass_DNNreg
Different values (UP vs DOWN),Res_dijet_phi
Different values (UP vs DOWN),Res_dijet_pt
Different values (UP vs DOWN),Res_has_atleast_one_fatjet
Different values (UP vs DOWN),Res_has_two_btagged_jets
Different values (UP vs DOWN),Res_lead_bjet_PNetRegPtRawCorr
Different values (UP vs DOWN),Res_lead_bjet_PNetRegPtRawCorrNeutrino
Different values (UP vs DOWN),Res_lead_bjet_PNetRegPtRawRes
Different values (UP vs DOWN),Res_lead_bjet_btagPNetB
Different values (UP vs DOWN),Res_lead_bjet_charge
Different values (UP vs DOWN),Res_lead_bjet_eta
Different values (UP vs DOWN),Res_lead_bjet_genFlav
Different values (UP vs DOWN),Res_lead_bjet_genMatched
Different values (UP vs DOWN),Res_lead_bjet_hFlav
Different values (UP vs DOWN),Res_lead_bjet_jet_idx
Different values (UP vs DOWN),Res_lead_bjet_mass
Different values (UP vs DOWN),Res_lead_bjet_phi
Different values (UP vs DOWN),Res_lead_bjet_pt
Different values (UP vs DOWN),Res_lead_bjet_pt_orig
Different values (UP vs DOWN),Res_lead_bjet_rawFactor
Different values (UP vs DOWN),Res_pholead_PtOverM
Different values (UP vs DOWN),Res_phosublead_PtOverM
Different values (UP vs DOWN),Res_sublead_bjet_PNetRegPtRawCorr
Different values (UP vs DOWN),Res_sublead_bjet_PNetRegPtRawCorrNeutrino
Different values (UP vs DOWN),Res_sublead_bjet_PNetRegPtRawRes
Different values (UP vs DOWN),Res_sublead_bjet_btagPNetB
Different values (UP vs DOWN),Res_sublead_bjet_charge
Different values (UP vs DOWN),Res_sublead_bjet_eta
Different values (UP vs DOWN),Res_sublead_bjet_genFlav
Different values (UP vs DOWN),Res_sublead_bjet_genMatched
Different values (UP vs DOWN),Res_sublead_bjet_hFlav
Different values (UP vs DOWN),Res_sublead_bjet_jet_idx
Different values (UP vs DOWN),Res_sublead_bjet_mass
Different values (UP vs DOWN),Res_sublead_bjet_phi
Different values (UP vs DOWN),Res_sublead_bjet_pt
Different values (UP vs DOWN),Res_sublead_bjet_pt_orig
Different values (UP vs DOWN),Res_sublead_bjet_rawFactor
Different values (UP vs DOWN),VBF_Cbb
Different values (UP vs DOWN),VBF_Cgg
Different values (UP vs DOWN),VBF_DeltaR_j1b1
Different values (UP vs DOWN),VBF_DeltaR_j1b2
Different values (UP vs DOWN),VBF_DeltaR_j1g1
Different values (UP vs DOWN),VBF_DeltaR_j1g2
Different values (UP vs DOWN),VBF_DeltaR_j2b1
Different values (UP vs DOWN),VBF_DeltaR_j2b2
Different values (UP vs DOWN),VBF_DeltaR_j2g1
Different values (UP vs DOWN),VBF_DeltaR_j2g2
Different values (UP vs DOWN),VBF_DeltaR_jb_min
Different values (UP vs DOWN),VBF_DeltaR_jg_min
Different values (UP vs DOWN),VBF_dijet_charge
Different values (UP vs DOWN),VBF_dijet_eta
Different values (UP vs DOWN),VBF_dijet_mass
Different values (UP vs DOWN),VBF_dijet_phi
Different values (UP vs DOWN),VBF_dijet_pt
Different values (UP vs DOWN),VBF_first_jet_PNetRegPtRawCorr
Different values (UP vs DOWN),VBF_first_jet_PNetRegPtRawCorrNeutrino
Different values (UP vs DOWN),VBF_first_jet_PNetRegPtRawRes
Different values (UP vs DOWN),VBF_first_jet_PtOverM
Different values (UP vs DOWN),VBF_first_jet_btagDeepFlav_QG
Different values (UP vs DOWN),VBF_first_jet_btagPNetB
Different values (UP vs DOWN),VBF_first_jet_btagPNetQvG
Different values (UP vs DOWN),VBF_first_jet_charge
Different values (UP vs DOWN),VBF_first_jet_eta
Different values (UP vs DOWN),VBF_first_jet_index
Different values (UP vs DOWN),VBF_first_jet_mass
Different values (UP vs DOWN),VBF_first_jet_phi
Different values (UP vs DOWN),VBF_first_jet_pt
Different values (UP vs DOWN),VBF_first_jet_pt_orig
Different values (UP vs DOWN),VBF_first_jet_rawFactor
Different values (UP vs DOWN),VBF_jet_eta_diff
Different values (UP vs DOWN),VBF_jet_eta_prod
Different values (UP vs DOWN),VBF_jet_eta_sum
Different values (UP vs DOWN),VBF_second_jet_PNetRegPtRawCorr
Different values (UP vs DOWN),VBF_second_jet_PNetRegPtRawCorrNeutrino
Different values (UP vs DOWN),VBF_second_jet_PNetRegPtRawRes
Different values (UP vs DOWN),VBF_second_jet_PtOverM
Different values (UP vs DOWN),VBF_second_jet_btagDeepFlav_QG
Different values (UP vs DOWN),VBF_second_jet_btagPNetB
Different values (UP vs DOWN),VBF_second_jet_btagPNetQvG
Different values (UP vs DOWN),VBF_second_jet_charge
Different values (UP vs DOWN),VBF_second_jet_eta
Different values (UP vs DOWN),VBF_second_jet_index
Different values (UP vs DOWN),VBF_second_jet_mass
Different values (UP vs DOWN),VBF_second_jet_phi
Different values (UP vs DOWN),VBF_second_jet_pt
Different values (UP vs DOWN),VBF_second_jet_pt_orig
Different values (UP vs DOWN),VBF_second_jet_rawFactor
Different values (UP vs DOWN),XtoYHto2B2G_MX
Different values (UP vs DOWN),XtoYHto2B2G_MY
Different values (UP vs DOWN),bTagWeight
Different values (UP vs DOWN),charge
Different values (UP vs DOWN),dZ
Different values (UP vs DOWN),eta
Different values (UP vs DOWN),event
Different values (UP vs DOWN),fatjet1_area
Different values (UP vs DOWN),fatjet1_btagDDBvLV2
Different values (UP vs DOWN),fatjet1_btagDDCvBV2
Different values (UP vs DOWN),fatjet1_btagDDCvLV2
Different values (UP vs DOWN),fatjet1_btagDeepB
Different values (UP vs DOWN),fatjet1_btagHbb
Different values (UP vs DOWN),fatjet1_eta
Different values (UP vs DOWN),fatjet1_genFlav
Different values (UP vs DOWN),fatjet1_genMatched
Different values (UP vs DOWN),fatjet1_genMatched_Hbb
Different values (UP vs DOWN),fatjet1_genjetAK8_eta
Different values (UP vs DOWN),fatjet1_genjetAK8_hadronFlavour
Different values (UP vs DOWN),fatjet1_genjetAK8_mass
Different values (UP vs DOWN),fatjet1_genjetAK8_partonFlavour
Different values (UP vs DOWN),fatjet1_genjetAK8_phi
Different values (UP vs DOWN),fatjet1_genjetAK8_pt
Different values (UP vs DOWN),fatjet1_hadronFlavour
Different values (UP vs DOWN),fatjet1_jetId
Different values (UP vs DOWN),fatjet1_mass
Different values (UP vs DOWN),fatjet1_msoftdrop
Different values (UP vs DOWN),fatjet1_n2b1
Different values (UP vs DOWN),fatjet1_n3b1
Different values (UP vs DOWN),fatjet1_nBHadrons
Different values (UP vs DOWN),fatjet1_nCHadrons
Different values (UP vs DOWN),fatjet1_nConstituents
Different values (UP vs DOWN),fatjet1_particleNetWithMass_HbbvsQCD
Different values (UP vs DOWN),fatjet1_particleNetWithMass_QCD
Different values (UP vs DOWN),fatjet1_particleNet_QCD
Different values (UP vs DOWN),fatjet1_particleNet_QCD0HF
Different values (UP vs DOWN),fatjet1_particleNet_QCD1HF
Different values (UP vs DOWN),fatjet1_particleNet_QCD2HF
Different values (UP vs DOWN),fatjet1_particleNet_XbbVsQCD
Different values (UP vs DOWN),fatjet1_particleNet_XccVsQCD
Different values (UP vs DOWN),fatjet1_particleNet_XggVsQCD
Different values (UP vs DOWN),fatjet1_particleNet_XqqVsQCD
Different values (UP vs DOWN),fatjet1_particleNet_massCorr
Different values (UP vs DOWN),fatjet1_phi
Different values (UP vs DOWN),fatjet1_pt
Different values (UP vs DOWN),fatjet1_pt_orig
Different values (UP vs DOWN),fatjet1_rawFactor
Different values (UP vs DOWN),fatjet1_subjet1_btagDeepB
Different values (UP vs DOWN),fatjet1_subjet1_eta
Different values (UP vs DOWN),fatjet1_subjet1_mass
Different values (UP vs DOWN),fatjet1_subjet1_phi
Different values (UP vs DOWN),fatjet1_subjet1_pt
Different values (UP vs DOWN),fatjet1_subjet1_rawFactor
Different values (UP vs DOWN),fatjet1_subjet2_btagDeepB
Different values (UP vs DOWN),fatjet1_subjet2_eta
Different values (UP vs DOWN),fatjet1_subjet2_mass
Different values (UP vs DOWN),fatjet1_subjet2_phi
Different values (UP vs DOWN),fatjet1_subjet2_pt
Different values (UP vs DOWN),fatjet1_subjet2_rawFactor
Different values (UP vs DOWN),fatjet1_tau1
Different values (UP vs DOWN),fatjet1_tau2
Different values (UP vs DOWN),fatjet1_tau3
Different values (UP vs DOWN),fatjet1_tau4
Different values (UP vs DOWN),fatjet2_area
Different values (UP vs DOWN),fatjet2_btagDDBvLV2
Different values (UP vs DOWN),fatjet2_btagDDCvBV2
Different values (UP vs DOWN),fatjet2_btagDDCvLV2
Different values (UP vs DOWN),fatjet2_btagDeepB
Different values (UP vs DOWN),fatjet2_btagHbb
Different values (UP vs DOWN),fatjet2_eta
Different values (UP vs DOWN),fatjet2_genFlav
Different values (UP vs DOWN),fatjet2_genMatched
Different values (UP vs DOWN),fatjet2_genMatched_Hbb
Different values (UP vs DOWN),fatjet2_genjetAK8_eta
Different values (UP vs DOWN),fatjet2_genjetAK8_hadronFlavour
Different values (UP vs DOWN),fatjet2_genjetAK8_mass
Different values (UP vs DOWN),fatjet2_genjetAK8_partonFlavour
Different values (UP vs DOWN),fatjet2_genjetAK8_phi
Different values (UP vs DOWN),fatjet2_genjetAK8_pt
Different values (UP vs DOWN),fatjet2_hadronFlavour
Different values (UP vs DOWN),fatjet2_jetId
Different values (UP vs DOWN),fatjet2_mass
Different values (UP vs DOWN),fatjet2_msoftdrop
Different values (UP vs DOWN),fatjet2_n2b1
Different values (UP vs DOWN),fatjet2_n3b1
Different values (UP vs DOWN),fatjet2_nBHadrons
Different values (UP vs DOWN),fatjet2_nCHadrons
Different values (UP vs DOWN),fatjet2_nConstituents
Different values (UP vs DOWN),fatjet2_particleNetWithMass_HbbvsQCD
Different values (UP vs DOWN),fatjet2_particleNetWithMass_QCD
Different values (UP vs DOWN),fatjet2_particleNet_QCD
Different values (UP vs DOWN),fatjet2_particleNet_QCD0HF
Different values (UP vs DOWN),fatjet2_particleNet_QCD1HF
Different values (UP vs DOWN),fatjet2_particleNet_QCD2HF
Different values (UP vs DOWN),fatjet2_particleNet_XbbVsQCD
Different values (UP vs DOWN),fatjet2_particleNet_XccVsQCD
Different values (UP vs DOWN),fatjet2_particleNet_XggVsQCD
Different values (UP vs DOWN),fatjet2_particleNet_XqqVsQCD
Different values (UP vs DOWN),fatjet2_particleNet_massCorr
Different values (UP vs DOWN),fatjet2_phi
Different values (UP vs DOWN),fatjet2_pt
Different values (UP vs DOWN),fatjet2_pt_orig
Different values (UP vs DOWN),fatjet2_rawFactor
Different values (UP vs DOWN),fatjet2_subjet1_btagDeepB
Different values (UP vs DOWN),fatjet2_subjet1_eta
Different values (UP vs DOWN),fatjet2_subjet1_mass
Different values (UP vs DOWN),fatjet2_subjet1_phi
Different values (UP vs DOWN),fatjet2_subjet1_pt
Different values (UP vs DOWN),fatjet2_subjet1_rawFactor
Different values (UP vs DOWN),fatjet2_subjet2_btagDeepB
Different values (UP vs DOWN),fatjet2_subjet2_eta
Different values (UP vs DOWN),fatjet2_subjet2_mass
Different values (UP vs DOWN),fatjet2_subjet2_phi
Different values (UP vs DOWN),fatjet2_subjet2_pt
Different values (UP vs DOWN),fatjet2_subjet2_rawFactor
Different values (UP vs DOWN),fatjet2_tau1
Different values (UP vs DOWN),fatjet2_tau2
Different values (UP vs DOWN),fatjet2_tau3
Different values (UP vs DOWN),fatjet2_tau4
Different values (UP vs DOWN),fatjet3_area
Different values (UP vs DOWN),fatjet3_btagDDBvLV2
Different values (UP vs DOWN),fatjet3_btagDDCvBV2
Different values (UP vs DOWN),fatjet3_btagDDCvLV2
Different values (UP vs DOWN),fatjet3_btagDeepB
Different values (UP vs DOWN),fatjet3_btagHbb
Different values (UP vs DOWN),fatjet3_eta
Different values (UP vs DOWN),fatjet3_genFlav
Different values (UP vs DOWN),fatjet3_genMatched
Different values (UP vs DOWN),fatjet3_genMatched_Hbb
Different values (UP vs DOWN),fatjet3_genjetAK8_eta
Different values (UP vs DOWN),fatjet3_genjetAK8_hadronFlavour
Different values (UP vs DOWN),fatjet3_genjetAK8_mass
Different values (UP vs DOWN),fatjet3_genjetAK8_partonFlavour
Different values (UP vs DOWN),fatjet3_genjetAK8_phi
Different values (UP vs DOWN),fatjet3_genjetAK8_pt
Different values (UP vs DOWN),fatjet3_hadronFlavour
Different values (UP vs DOWN),fatjet3_jetId
Different values (UP vs DOWN),fatjet3_mass
Different values (UP vs DOWN),fatjet3_msoftdrop
Different values (UP vs DOWN),fatjet3_n2b1
Different values (UP vs DOWN),fatjet3_n3b1
Different values (UP vs DOWN),fatjet3_nBHadrons
Different values (UP vs DOWN),fatjet3_nCHadrons
Different values (UP vs DOWN),fatjet3_nConstituents
Different values (UP vs DOWN),fatjet3_particleNetWithMass_HbbvsQCD
Different values (UP vs DOWN),fatjet3_particleNetWithMass_QCD
Different values (UP vs DOWN),fatjet3_particleNet_QCD
Different values (UP vs DOWN),fatjet3_particleNet_QCD0HF
Different values (UP vs DOWN),fatjet3_particleNet_QCD1HF
Different values (UP vs DOWN),fatjet3_particleNet_QCD2HF
Different values (UP vs DOWN),fatjet3_particleNet_XbbVsQCD
Different values (UP vs DOWN),fatjet3_particleNet_XccVsQCD
Different values (UP vs DOWN),fatjet3_particleNet_XggVsQCD
Different values (UP vs DOWN),fatjet3_particleNet_XqqVsQCD
Different values (UP vs DOWN),fatjet3_particleNet_massCorr
Different values (UP vs DOWN),fatjet3_phi
