category,value
Different values (UP vs DOWN),nonResReg_DNNpair_sublead_bjet_charge
Different values (UP vs DOWN),nonResReg_DNNpair_sublead_bjet_eta
Different values (UP vs DOWN),nonResReg_DNNpair_sublead_bjet_genFlav
Different values (UP vs DOWN),nonResReg_DNNpair_sublead_bjet_genMatched
Different values (UP vs DOWN),nonResReg_DNNpair_sublead_bjet_hFlav
Different values (UP vs DOWN),nonResReg_DNNpair_sublead_bjet_jet_idx
Different values (UP vs DOWN),nonResReg_DNNpair_sublead_bjet_mass
Different values (UP vs DOWN),nonResReg_DNNpair_sublead_bjet_phi
Different values (UP vs DOWN),nonResReg_DNNpair_sublead_bjet_pt
Different values (UP vs DOWN),nonResReg_DNNpair_sublead_bjet_pt_orig
Different values (UP vs DOWN),nonResReg_DNNpair_sublead_bjet_rawFactor
Different values (UP vs DOWN),nonResReg_DeltaPhi_j1MET
Different values (UP vs DOWN),nonResReg_DeltaPhi_j2MET
Different values (UP vs DOWN),nonResReg_DeltaR_j1g1
Different values (UP vs DOWN),nonResReg_DeltaR_j1g2
Different values (UP vs DOWN),nonResReg_DeltaR_j2g1
Different values (UP vs DOWN),nonResReg_DeltaR_j2g2
Different values (UP vs DOWN),nonResReg_DeltaR_jg_min
Different values (UP vs DOWN),nonResReg_FirstJet_PtOverM
Different values (UP vs DOWN),nonResReg_HHbbggCandidate_eta
Different values (UP vs DOWN),nonResReg_HHbbggCandidate_mass
Different values (UP vs DOWN),nonResReg_HHbbggCandidate_phi
Different values (UP vs DOWN),nonResReg_HHbbggCandidate_pt
Different values (UP vs DOWN),nonResReg_Higgs_toGG_genMatched
Different values (UP vs DOWN),nonResReg_Higgs_tobb_genMatched
Different values (UP vs DOWN),nonResReg_MET_phiPNetCorr
Different values (UP vs DOWN),nonResReg_MET_ptPNetCorr
Different values (UP vs DOWN),nonResReg_M_X
Different values (UP vs DOWN),nonResReg_SecondJet_PtOverM
Different values (UP vs DOWN),nonResReg_chi_t0
Different values (UP vs DOWN),nonResReg_chi_t1
Different values (UP vs DOWN),nonResReg_dijet_charge
Different values (UP vs DOWN),nonResReg_dijet_eta
Different values (UP vs DOWN),nonResReg_dijet_mass
Different values (UP vs DOWN),nonResReg_dijet_mass_DNNreg
Different values (UP vs DOWN),nonResReg_dijet_phi
Different values (UP vs DOWN),nonResReg_dijet_pt
Different values (UP vs DOWN),nonResReg_has_atleast_one_fatjet
Different values (UP vs DOWN),nonResReg_has_two_btagged_jets
Different values (UP vs DOWN),nonResReg_lead_bjet_PNetRegPtRawCorr
Different values (UP vs DOWN),nonResReg_lead_bjet_PNetRegPtRawCorrNeutrino
Different values (UP vs DOWN),nonResReg_lead_bjet_PNetRegPtRawRes
Different values (UP vs DOWN),nonResReg_lead_bjet_btagPNetB
Different values (UP vs DOWN),nonResReg_lead_bjet_charge
Different values (UP vs DOWN),nonResReg_lead_bjet_eta
Different values (UP vs DOWN),nonResReg_lead_bjet_genFlav
Different values (UP vs DOWN),nonResReg_lead_bjet_genMatched
Different values (UP vs DOWN),nonResReg_lead_bjet_hFlav
Different values (UP vs DOWN),nonResReg_lead_bjet_jet_idx
Different values (UP vs DOWN),nonResReg_lead_bjet_mass
Different values (UP vs DOWN),nonResReg_lead_bjet_phi
Different values (UP vs DOWN),nonResReg_lead_bjet_pt
Different values (UP vs DOWN),nonResReg_lead_bjet_pt_orig
Different values (UP vs DOWN),nonResReg_lead_bjet_rawFactor
Different values (UP vs DOWN),nonResReg_pholead_PtOverM
Different values (UP vs DOWN),nonResReg_phosublead_PtOverM
Different values (UP vs DOWN),nonResReg_sublead_bjet_PNetRegPtRawCorr
Different values (UP vs DOWN),nonResReg_sublead_bjet_PNetRegPtRawCorrNeutrino
Different values (UP vs DOWN),nonResReg_sublead_bjet_PNetRegPtRawRes
Different values (UP vs DOWN),nonResReg_sublead_bjet_btagPNetB
Different values (UP vs DOWN),nonResReg_sublead_bjet_charge
Different values (UP vs DOWN),nonResReg_sublead_bjet_eta
Different values (UP vs DOWN),nonResReg_sublead_bjet_genFlav
Different values (UP vs DOWN),nonResReg_sublead_bjet_genMatched
Different values (UP vs DOWN),nonResReg_sublead_bjet_hFlav
Different values (UP vs DOWN),nonResReg_sublead_bjet_jet_idx
Different values (UP vs DOWN),nonResReg_sublead_bjet_mass
Different values (UP vs DOWN),nonResReg_sublead_bjet_phi
Different values (UP vs DOWN),nonResReg_sublead_bjet_pt
Different values (UP vs DOWN),nonResReg_sublead_bjet_pt_orig
Different values (UP vs DOWN),nonResReg_sublead_bjet_rawFactor
Different values (UP vs DOWN),nonRes_CosThetaStar_CS
Different values (UP vs DOWN),nonRes_CosThetaStar_gg
Different values (UP vs DOWN),nonRes_CosThetaStar_jj
Different values (UP vs DOWN),nonRes_DeltaPhi_j1MET
Different values (UP vs DOWN),nonRes_DeltaPhi_j2MET
Different values (UP vs DOWN),nonRes_DeltaR_j1g1
Different values (UP vs DOWN),nonRes_DeltaR_j1g2
Different values (UP vs DOWN),nonRes_DeltaR_j2g1
Different values (UP vs DOWN),nonRes_DeltaR_j2g2
Different values (UP vs DOWN),nonRes_DeltaR_jg_min
Different values (UP vs DOWN),nonRes_FirstJet_PtOverM
Different values (UP vs DOWN),nonRes_HHbbggCandidate_eta
Different values (UP vs DOWN),nonRes_HHbbggCandidate_mass
Different values (UP vs DOWN),nonRes_HHbbggCandidate_phi
Different values (UP vs DOWN),nonRes_HHbbggCandidate_pt
Different values (UP vs DOWN),nonRes_Higgs_toGG_genMatched
Different values (UP vs DOWN),nonRes_Higgs_tobb_genMatched
Different values (UP vs DOWN),nonRes_MET_phiPNetCorr
Different values (UP vs DOWN),nonRes_MET_ptPNetCorr
Different values (UP vs DOWN),nonRes_M_X
Different values (UP vs DOWN),nonRes_SecondJet_PtOverM
Different values (UP vs DOWN),nonRes_chi_t0
Different values (UP vs DOWN),nonRes_chi_t1
Different values (UP vs DOWN),nonRes_dijet_charge
Different values (UP vs DOWN),nonRes_dijet_eta
Different values (UP vs DOWN),nonRes_dijet_mass
Different values (UP vs DOWN),nonRes_dijet_mass_DNNreg
Different values (UP vs DOWN),nonRes_dijet_phi
Different values (UP vs DOWN),nonRes_dijet_pt
Different values (UP vs DOWN),nonRes_has_atleast_one_fatjet
Different values (UP vs DOWN),nonRes_has_two_btagged_jets
Different values (UP vs DOWN),nonRes_lead_bjet_PNetRegPtRawCorr
Different values (UP vs DOWN),nonRes_lead_bjet_PNetRegPtRawCorrNeutrino
Different values (UP vs DOWN),nonRes_lead_bjet_PNetRegPtRawRes
Different values (UP vs DOWN),nonRes_lead_bjet_btagPNetB
Different values (UP vs DOWN),nonRes_lead_bjet_charge
Different values (UP vs DOWN),nonRes_lead_bjet_eta
Different values (UP vs DOWN),nonRes_lead_bjet_genFlav
Different values (UP vs DOWN),nonRes_lead_bjet_genMatched
Different values (UP vs DOWN),nonRes_lead_bjet_hFlav
Different values (UP vs DOWN),nonRes_lead_bjet_jet_idx
Different values (UP vs DOWN),nonRes_lead_bjet_mass
Different values (UP vs DOWN),nonRes_lead_bjet_phi
Different values (UP vs DOWN),nonRes_lead_bjet_pt
Different values (UP vs DOWN),nonRes_lead_bjet_pt_orig
Different values (UP vs DOWN),nonRes_lead_bjet_rawFactor
Different values (UP vs DOWN),nonRes_pholead_PtOverM
Different values (UP vs DOWN),nonRes_phosublead_PtOverM
Different values (UP vs DOWN),nonRes_sublead_bjet_PNetRegPtRawCorr
Different values (UP vs DOWN),nonRes_sublead_bjet_PNetRegPtRawCorrNeutrino
Different values (UP vs DOWN),nonRes_sublead_bjet_PNetRegPtRawRes
Different values (UP vs DOWN),nonRes_sublead_bjet_btagPNetB
Different values (UP vs DOWN),nonRes_sublead_bjet_charge
Different values (UP vs DOWN),nonRes_sublead_bjet_eta
Different values (UP vs DOWN),nonRes_sublead_bjet_genFlav
Different values (UP vs DOWN),nonRes_sublead_bjet_genMatched
Different values (UP vs DOWN),nonRes_sublead_bjet_hFlav
Different values (UP vs DOWN),nonRes_sublead_bjet_jet_idx
Different values (UP vs DOWN),nonRes_sublead_bjet_mass
Different values (UP vs DOWN),nonRes_sublead_bjet_phi
Different values (UP vs DOWN),nonRes_sublead_bjet_pt
Different values (UP vs DOWN),nonRes_sublead_bjet_pt_orig
Different values (UP vs DOWN),nonRes_sublead_bjet_rawFactor
Different values (UP vs DOWN),pass_fiducial_classical
Different values (UP vs DOWN),pass_fiducial_geometric
Different values (UP vs DOWN),phi
Different values (UP vs DOWN),pt
Different values (UP vs DOWN),puppiMET_phi
Different values (UP vs DOWN),puppiMET_phiJERDown
Different values (UP vs DOWN),puppiMET_phiJERUp
Different values (UP vs DOWN),puppiMET_phiJESDown
Different values (UP vs DOWN),puppiMET_phiJESUp
Different values (UP vs DOWN),puppiMET_phiUnclusteredDown
Different values (UP vs DOWN),puppiMET_phiUnclusteredUp
Different values (UP vs DOWN),puppiMET_pt
Different values (UP vs DOWN),puppiMET_ptJERDown
Different values (UP vs DOWN),puppiMET_ptJERUp
Different values (UP vs DOWN),puppiMET_ptJESDown
Different values (UP vs DOWN),puppiMET_ptJESUp
Different values (UP vs DOWN),puppiMET_ptUnclusteredDown
Different values (UP vs DOWN),puppiMET_ptUnclusteredUp
Different values (UP vs DOWN),puppiMET_sumEt
Different values (UP vs DOWN),rapidity
Different values (UP vs DOWN),run
Different values (UP vs DOWN),sigma_m_over_m
Different values (UP vs DOWN),sigma_m_over_m_Smeared
Different values (UP vs DOWN),sublead_ScEta
Different values (UP vs DOWN),sublead_charge
Different values (UP vs DOWN),sublead_cutBased
Different values (UP vs DOWN),sublead_ecalPFClusterIso
Different values (UP vs DOWN),sublead_electronIdx
Different values (UP vs DOWN),sublead_electronIdxG
Different values (UP vs DOWN),sublead_electronVeto
Different values (UP vs DOWN),sublead_energyErr
Different values (UP vs DOWN),sublead_energyRaw
Different values (UP vs DOWN),sublead_esEffSigmaRR
Different values (UP vs DOWN),sublead_esEnergyOverRawE
Different values (UP vs DOWN),sublead_eta
Different values (UP vs DOWN),sublead_etaWidth
Different values (UP vs DOWN),sublead_genPartFlav
Different values (UP vs DOWN),sublead_genPartIdx
Different values (UP vs DOWN),sublead_genPartIdxG
Different values (UP vs DOWN),sublead_haloTaggerMVAVal
Different values (UP vs DOWN),sublead_hasConversionTracks
Different values (UP vs DOWN),sublead_hcalPFClusterIso
Different values (UP vs DOWN),sublead_hoe
Different values (UP vs DOWN),sublead_hoe_PUcorr
Different values (UP vs DOWN),sublead_isScEtaEB
Different values (UP vs DOWN),sublead_isScEtaEE
Different values (UP vs DOWN),sublead_jetIdx
Different values (UP vs DOWN),sublead_jetIdxG
Different values (UP vs DOWN),sublead_mass
Different values (UP vs DOWN),sublead_mvaID
Different values (UP vs DOWN),sublead_mvaID_WP80
Different values (UP vs DOWN),sublead_mvaID_WP90
Different values (UP vs DOWN),sublead_pfChargedIso
Different values (UP vs DOWN),sublead_pfChargedIsoPFPV
Different values (UP vs DOWN),sublead_pfChargedIsoWorstVtx
Different values (UP vs DOWN),sublead_pfPhoIso03
Different values (UP vs DOWN),sublead_pfRelIso03_all_quadratic
Different values (UP vs DOWN),sublead_pfRelIso03_chg_quadratic
Different values (UP vs DOWN),sublead_phi
Different values (UP vs DOWN),sublead_phiWidth
Different values (UP vs DOWN),sublead_pixelSeed
Different values (UP vs DOWN),sublead_pt
Different values (UP vs DOWN),sublead_pt_raw
Different values (UP vs DOWN),sublead_r9
Different values (UP vs DOWN),sublead_rho_smear
Different values (UP vs DOWN),sublead_s4
Different values (UP vs DOWN),sublead_seedGain
Different values (UP vs DOWN),sublead_seediEtaOriX
Different values (UP vs DOWN),sublead_seediPhiOriY
Different values (UP vs DOWN),sublead_sieie
Different values (UP vs DOWN),sublead_sieip
Different values (UP vs DOWN),sublead_sipip
Different values (UP vs DOWN),sublead_trkSumPtHollowConeDR03
Different values (UP vs DOWN),sublead_trkSumPtSolidConeDR04
Different values (UP vs DOWN),sublead_vetoEELeak
Different values (UP vs DOWN),sublead_vidNestedWPBitmap
Different values (UP vs DOWN),sublead_x_calo
Different values (UP vs DOWN),sublead_y_calo
Different values (UP vs DOWN),sublead_z_calo
Different values (UP vs DOWN),weight
Different values (UP vs DOWN),weight_central
Different values (UP vs DOWN),weight_interference
Different values (UP vs DOWN),weight_nominal
Only in UP (not in NOMINAL),None
Only in NOMINAL (not in UP),weight_ElectronVetoSFDown
Only in NOMINAL (not in UP),weight_ElectronVetoSFUp
Only in NOMINAL (not in UP),weight_PileupDown
Only in NOMINAL (not in UP),weight_PileupUp
Only in NOMINAL (not in UP),weight_PreselSFDown
Only in NOMINAL (not in UP),weight_PreselSFUp
Only in NOMINAL (not in UP),weight_TriggerSFDown
Only in NOMINAL (not in UP),weight_TriggerSFUp
Only in NOMINAL (not in UP),weight_bTagSF_sys_cferr1Down
Only in NOMINAL (not in UP),weight_bTagSF_sys_cferr1Up
Only in NOMINAL (not in UP),weight_bTagSF_sys_cferr2Down
Only in NOMINAL (not in UP),weight_bTagSF_sys_cferr2Up
Only in NOMINAL (not in UP),weight_bTagSF_sys_hfDown
Only in NOMINAL (not in UP),weight_bTagSF_sys_hfUp
Only in NOMINAL (not in UP),weight_bTagSF_sys_hfstats1Down
Only in NOMINAL (not in UP),weight_bTagSF_sys_hfstats1Up
Only in NOMINAL (not in UP),weight_bTagSF_sys_hfstats2Down
Only in NOMINAL (not in UP),weight_bTagSF_sys_hfstats2Up
Only in NOMINAL (not in UP),weight_bTagSF_sys_jesDown
Only in NOMINAL (not in UP),weight_bTagSF_sys_jesUp
Only in NOMINAL (not in UP),weight_bTagSF_sys_lfDown
Only in NOMINAL (not in UP),weight_bTagSF_sys_lfUp
Only in NOMINAL (not in UP),weight_bTagSF_sys_lfstats1Down
Only in NOMINAL (not in UP),weight_bTagSF_sys_lfstats1Up
Only in NOMINAL (not in UP),weight_bTagSF_sys_lfstats2Down
Only in NOMINAL (not in UP),weight_bTagSF_sys_lfstats2Up
Only in DOWN (not in NOMINAL),None
Only in NOMINAL (not in DOWN),weight_ElectronVetoSFDown
Only in NOMINAL (not in DOWN),weight_ElectronVetoSFUp
Only in NOMINAL (not in DOWN),weight_PileupDown
Only in NOMINAL (not in DOWN),weight_PileupUp
Only in NOMINAL (not in DOWN),weight_PreselSFDown
Only in NOMINAL (not in DOWN),weight_PreselSFUp
Only in NOMINAL (not in DOWN),weight_TriggerSFDown
Only in NOMINAL (not in DOWN),weight_TriggerSFUp
Only in NOMINAL (not in DOWN),weight_bTagSF_sys_cferr1Down
Only in NOMINAL (not in DOWN),weight_bTagSF_sys_cferr1Up
Only in NOMINAL (not in DOWN),weight_bTagSF_sys_cferr2Down
Only in NOMINAL (not in DOWN),weight_bTagSF_sys_cferr2Up
Only in NOMINAL (not in DOWN),weight_bTagSF_sys_hfDown
Only in NOMINAL (not in DOWN),weight_bTagSF_sys_hfUp
Only in NOMINAL (not in DOWN),weight_bTagSF_sys_hfstats1Down
Only in NOMINAL (not in DOWN),weight_bTagSF_sys_hfstats1Up
Only in NOMINAL (not in DOWN),weight_bTagSF_sys_hfstats2Down
Only in NOMINAL (not in DOWN),weight_bTagSF_sys_hfstats2Up
Only in NOMINAL (not in DOWN),weight_bTagSF_sys_jesDown
Only in NOMINAL (not in DOWN),weight_bTagSF_sys_jesUp
Only in NOMINAL (not in DOWN),weight_bTagSF_sys_lfDown
Only in NOMINAL (not in DOWN),weight_bTagSF_sys_lfUp
Only in NOMINAL (not in DOWN),weight_bTagSF_sys_lfstats1Down
Only in NOMINAL (not in DOWN),weight_bTagSF_sys_lfstats1Up
Only in NOMINAL (not in DOWN),weight_bTagSF_sys_lfstats2Down
Only in NOMINAL (not in DOWN),weight_bTagSF_sys_lfstats2Up
